Transaction_id,Currency,Status,Submit Date,Country
TXN-037B6FD9-D68,AUD,Cancelled,2024-10-11,France
TXN-5A868E2D-95A,CHF,Pending,2024-10-09,Italy
TXN-C24B9A40-D52,GBP,Cancelled,2023-11-14,Brazil
TXN-E7541024-237,JPY,Processing,2023-02-05,Japan
TXN-06A9B6FA-F95,EUR,Completed,2023-06-11,UAE
TXN-58CD9387-990,USD,Completed,2023-11-16,Australia
TXN-7875F1FF-673,AUD,Cancelled,2023-08-03,Norway
TXN-7DFF02C9-A2F,SGD,Cancelled,2023-04-24,Canada
TXN-E8282A7D-357,LKR,Pending,2024-10-02,Sri Lanka
TXN-73E8869C-5A6,JPY,Processing,2024-02-20,United States
TXN-A099BD1D-8E8,LKR,Processing,2024-12-25,Germany
TXN-F15E8722-120,EUR,Refunded,2023-01-17,UAE
TXN-AF23216F-703,AUD,Completed,2023-03-08,United Kingdom
TXN-A31F93E4-E58,USD,Completed,2023-10-07,Germany
TXN-23CB0C45-28F,CNY,Cancelled,2023-02-28,Switzerland
TXN-60DFB156-525,CAD,Cancelled,2024-05-06,Canada
TXN-63282C2B-B06,AUD,Processing,2024-06-18,United Kingdom
TXN-BFA59282-8FC,AUD,Completed,2023-02-05,Netherlands
TXN-97EEC8A6-667,AUD,Refunded,2023-05-14,Sri Lanka
TXN-84CA7F20-182,INR,Processing,2023-11-10,Japan
TXN-FA319C01-AA1,EUR,Cancelled,2023-02-11,Singapore
TXN-3810A744-F41,GBP,Completed,2024-05-14,China
TXN-1FC8534F-7E5,CAD,Pending,2023-03-24,Italy
TXN-DB5B0797-543,CNY,Pending,2024-06-29,Sri Lanka
TXN-AA36301B-46E,AED,Cancelled,2024-02-16,United Kingdom
TXN-395A74D4-93A,GBP,Cancelled,2023-05-10,Singapore
TXN-DD6B1C87-E13,GBP,Cancelled,2023-06-12,China
TXN-3A06FF78-0B7,SGD,Processing,2024-03-23,Italy
TXN-ED1D5AF9-31B,INR,Processing,2024-12-28,Singapore
TXN-AD896280-35F,EUR,Refunded,2024-10-21,Singapore
TXN-5B6D9AF3-115,JPY,Pending,2024-06-08,Spain
TXN-E8D19EA4-DD0,JPY,Refunded,2023-03-29,China
TXN-2D0280EA-29B,LKR,Failed,2024-09-26,Japan
TXN-0AE172D1-D0A,LKR,Completed,2023-10-06,Spain
TXN-7452D1BA-83F,CAD,Completed,2023-05-09,France
TXN-B9491A85-776,GBP,Completed,2023-02-23,Italy
TXN-0B5161CB-C43,LKR,Processing,2024-03-01,Italy
TXN-6750599F-FAF,EUR,Refunded,2023-01-02,Australia
TXN-6CF2DF2F-22E,CAD,Refunded,2023-12-21,United States
TXN-8898941C-BDD,CHF,Processing,2023-12-14,Brazil
TXN-ED34C73A-B47,GBP,Pending,2024-02-05,Spain
TXN-34617362-984,INR,Pending,2024-08-15,China
TXN-8CCA4A42-0D4,EUR,Failed,2024-03-28,Sri Lanka
TXN-7F1753C2-D5F,SGD,Processing,2023-12-17,France
TXN-AF44779B-EE6,CNY,Completed,2023-07-08,Germany
TXN-426D7D5B-4D7,JPY,Processing,2024-03-09,Australia
TXN-316D3A78-FC9,INR,Pending,2024-09-05,Sweden
TXN-9EA3577D-43B,EUR,Failed,2024-04-07,Germany
TXN-F91D18BE-60D,USD,Refunded,2024-12-09,UAE
TXN-8E1DCADB-18C,JPY,Processing,2023-01-30,United Kingdom
TXN-38D0A9C0-3F0,CAD,Completed,2023-08-04,United Kingdom
TXN-D5E8BE5E-C3B,EUR,Failed,2023-01-02,Sweden
TXN-6A3291D5-384,SGD,Failed,2024-01-07,China
TXN-67315996-700,CHF,Completed,2023-03-18,Norway
TXN-312EFC2E-B94,AUD,Pending,2023-02-27,Brazil
TXN-E4D7DEA6-ABD,AED,Completed,2023-06-26,India
TXN-3C15190A-51B,JPY,Completed,2024-08-10,Norway
TXN-573763FF-5C1,USD,Refunded,2024-06-03,France
TXN-A8FFFDBB-A7D,GBP,Cancelled,2023-07-28,Norway
TXN-F07F3CC1-C56,JPY,Cancelled,2023-08-30,Canada
TXN-015E7C8A-920,CHF,Failed,2024-04-04,United States
TXN-6AE42955-9BA,CHF,Failed,2023-02-25,UAE
TXN-C473D9CF-4C6,AED,Pending,2024-05-14,Switzerland
TXN-072763A4-FD4,AED,Pending,2023-12-05,Norway
TXN-B3DACF9E-03D,JPY,Failed,2023-04-27,Brazil
TXN-B1B9F7B3-0D8,INR,Pending,2023-02-20,Germany
TXN-03ABDB2B-E11,CAD,Refunded,2024-11-28,Norway
TXN-023AC979-F9C,EUR,Completed,2024-11-17,Singapore
TXN-46997157-C81,CHF,Processing,2024-02-15,Switzerland
TXN-C8EBE8FA-B97,AUD,Pending,2023-09-28,India
TXN-55BDB193-B98,AUD,Processing,2023-02-07,United Kingdom
TXN-2DAA67F4-405,AUD,Cancelled,2024-04-12,Canada
TXN-AF4BF327-E91,CAD,Failed,2024-06-06,Netherlands
TXN-87531F19-6CB,SGD,Cancelled,2023-03-14,United Kingdom
TXN-2B74616D-134,INR,Pending,2024-07-01,Spain
TXN-14A1B0AE-58D,AUD,Processing,2023-10-22,Norway
TXN-D9400E5D-E76,EUR,Completed,2023-09-04,France
TXN-5B8D5CC0-300,CNY,Pending,2024-04-11,France
TXN-BF6BDD84-DA7,CHF,Completed,2023-03-24,Norway
TXN-73D9E932-221,CHF,Refunded,2024-01-26,Sri Lanka
TXN-9A86D60A-84B,CAD,Refunded,2023-12-03,Germany
TXN-4114EC51-609,AED,Completed,2024-08-07,Sweden
TXN-E1E2EF97-315,AED,Pending,2023-02-13,China
TXN-672669B0-6B2,LKR,Processing,2024-06-13,Japan
TXN-6EDE5914-DCF,LKR,Pending,2023-12-24,Singapore
TXN-C1A16412-9FF,LKR,Processing,2024-01-02,France
TXN-AC509E60-A85,CAD,Pending,2023-10-06,Sri Lanka
TXN-84B50569-00D,CAD,Refunded,2024-02-07,Italy
TXN-32BD743E-B01,USD,Cancelled,2023-11-11,Brazil
TXN-CAAE284F-A9F,CHF,Failed,2024-02-05,Canada
TXN-9C076A4C-5DE,AUD,Cancelled,2023-02-16,Norway
TXN-5356B14A-36A,AED,Failed,2024-10-22,Spain
TXN-F9362E44-23D,GBP,Failed,2023-07-22,Netherlands
TXN-570F8D15-089,SGD,Cancelled,2023-06-17,Brazil
TXN-9B6B142B-50E,SGD,Processing,2024-07-23,United States
TXN-E3671B49-1BB,AUD,Failed,2023-12-15,China
TXN-BA83F2B2-04F,LKR,Processing,2024-07-08,Brazil
TXN-8FB1B199-392,AED,Completed,2023-07-13,Brazil
TXN-4CE01BF5-623,EUR,Cancelled,2023-06-13,Italy
TXN-593AB70C-E8A,AED,Pending,2024-10-22,Switzerland
TXN-493D729F-729,EUR,Completed,2024-12-27,Sweden
TXN-A6CA5317-372,LKR,Pending,2023-06-20,Singapore
TXN-855D68FF-8AD,INR,Cancelled,2024-03-30,United States
TXN-95CC3FB7-BF1,EUR,Refunded,2024-03-01,Japan
TXN-0DBB7900-0D9,GBP,Pending,2023-04-13,Spain
TXN-CBF25DB5-930,USD,Refunded,2024-10-03,France
TXN-D5C9C46A-079,AED,Pending,2023-09-27,United States
TXN-94387F8B-5D7,LKR,Completed,2024-12-11,United States
TXN-E9CA35CD-27C,SGD,Completed,2024-10-26,Netherlands
TXN-A74B6074-9AC,AED,Failed,2023-01-06,Sweden
TXN-A70B4C66-1FB,INR,Failed,2023-10-23,Japan
TXN-47313837-C01,LKR,Failed,2023-05-05,United States
TXN-10DFAE48-9FE,CAD,Processing,2024-08-31,UAE
TXN-1BEAD2AC-BDE,CHF,Refunded,2024-06-06,United Kingdom
TXN-9FDC5BEF-848,LKR,Completed,2023-03-21,China
TXN-0EA85A43-C99,JPY,Pending,2023-03-11,Netherlands
TXN-FB1825B9-1F0,AED,Cancelled,2024-01-26,Netherlands
TXN-F89F8AF6-6B0,GBP,Refunded,2023-08-24,France
TXN-CC3D0AAD-48E,AUD,Completed,2023-08-17,United States
TXN-D9C1D5A1-D6B,GBP,Completed,2024-06-04,United States
TXN-06C59984-107,CAD,Failed,2024-07-09,United States
TXN-306CAC7F-921,GBP,Refunded,2024-06-28,Singapore
TXN-20B7B0B3-F3B,USD,Completed,2024-12-02,Australia
TXN-C8DB2BFA-3CC,INR,Completed,2024-03-03,India
TXN-5E14B7EE-9E9,USD,Cancelled,2023-10-31,Spain
TXN-7398807D-9CF,EUR,Pending,2023-08-31,Canada
TXN-AC912C8F-C19,CAD,Refunded,2023-12-12,China
TXN-9383FB8B-14A,JPY,Failed,2024-04-21,Norway
TXN-E5E79C58-C42,EUR,Completed,2023-09-20,France
TXN-709B31AC-D01,CNY,Failed,2023-09-15,Netherlands
TXN-0BA8E69D-CD8,CNY,Completed,2023-10-31,Sri Lanka
TXN-DD728368-242,AUD,Pending,2023-11-19,Switzerland
TXN-4D946CB9-02A,CHF,Failed,2024-07-03,France
TXN-23177CAB-A7C,CHF,Failed,2023-07-12,Japan
TXN-D605C666-534,AUD,Refunded,2023-10-17,United Kingdom
TXN-A59750C7-6E5,EUR,Refunded,2023-10-09,South Africa
TXN-F369480B-AAC,CNY,Pending,2024-09-21,India
TXN-C2D42502-8CB,CAD,Processing,2024-11-10,Germany
TXN-D44627C8-4E8,CHF,Pending,2023-03-22,United Kingdom
TXN-4E4F367B-4DA,JPY,Pending,2024-04-04,China
TXN-5D9845F4-CE0,JPY,Failed,2024-02-18,Netherlands
TXN-425A7E08-124,AED,Processing,2023-01-30,United Kingdom
TXN-F4208B9F-BEE,AED,Cancelled,2024-02-21,Sri Lanka
TXN-AAC3846D-359,AED,Pending,2024-11-03,Sri Lanka
TXN-4C8575D4-962,CNY,Completed,2024-01-22,Norway
TXN-0868128B-B39,INR,Completed,2024-03-31,United Kingdom
TXN-4973C13E-B04,CAD,Completed,2023-05-31,Netherlands
TXN-41E00925-D04,INR,Failed,2024-12-22,South Africa
TXN-C725C6BF-118,GBP,Failed,2023-12-18,Singapore
TXN-C47C0693-450,CNY,Processing,2024-03-15,United Kingdom
TXN-E32E12F1-2DB,EUR,Pending,2024-05-28,Netherlands
TXN-1A41302C-34A,USD,Processing,2023-04-05,UAE
TXN-3FC040F2-7E1,CNY,Processing,2024-03-10,Singapore
TXN-4C1C12F4-C59,USD,Failed,2023-03-28,Germany
TXN-D5D63849-D88,AED,Cancelled,2024-07-18,India
TXN-504B3B11-FD6,AUD,Refunded,2023-11-03,Netherlands
TXN-E7C2AB01-2F2,AUD,Completed,2024-08-12,Spain
TXN-FA92B458-24C,INR,Processing,2023-03-30,Brazil
TXN-2718750F-98A,GBP,Cancelled,2023-12-20,Canada
TXN-38ED8D9C-59B,CHF,Refunded,2024-09-06,Japan
TXN-F71A0BBA-6CB,USD,Failed,2023-01-05,UAE
TXN-5300FDE3-083,LKR,Failed,2024-02-06,Australia
TXN-934064CD-352,LKR,Refunded,2023-04-21,Brazil
TXN-D64D1908-FFD,JPY,Completed,2023-09-11,Norway
TXN-449DD427-F7A,EUR,Processing,2023-10-29,France
TXN-61D1EF58-9D9,INR,Refunded,2024-06-10,India
TXN-26104507-96D,JPY,Cancelled,2024-09-13,Canada
TXN-7A43BF3B-76F,LKR,Cancelled,2024-06-24,Sweden
TXN-CD90302F-A51,CHF,Pending,2023-01-29,Sweden
TXN-EB587611-E1B,CNY,Pending,2024-12-06,United Kingdom
TXN-1E98C763-1CC,GBP,Pending,2023-10-28,Switzerland
TXN-0BABDFCD-264,AED,Processing,2024-10-18,France
TXN-870FF436-AB2,SGD,Processing,2023-11-05,Netherlands
TXN-542AF0E5-4CE,CNY,Pending,2023-04-27,South Africa
TXN-9F7E3C17-55E,LKR,Refunded,2023-10-27,Japan
TXN-52122F37-B3E,CAD,Refunded,2024-11-12,Switzerland
TXN-9CCC29EC-F40,GBP,Completed,2024-10-23,Brazil
TXN-5FE69053-84F,GBP,Failed,2024-04-01,UAE
TXN-0396FE12-A67,EUR,Pending,2023-11-14,Italy
TXN-FEA91D25-316,CHF,Failed,2023-08-16,Switzerland
TXN-FD09E217-2B9,CNY,Processing,2023-09-11,South Africa
TXN-B9BF4259-644,AED,Failed,2024-10-30,France
TXN-A0FEEB01-1D7,AED,Cancelled,2023-04-29,Japan
TXN-769464F7-AC5,CAD,Processing,2023-04-13,Sweden
TXN-A999CC3C-FD0,GBP,Pending,2023-11-20,Sweden
TXN-1A5E8F2E-ED1,AED,Pending,2024-07-12,Spain
TXN-B0AD5FBC-D0D,USD,Failed,2024-04-11,France
TXN-D85F85CE-CAE,LKR,Refunded,2024-04-12,Sri Lanka
TXN-FE7D775D-F14,SGD,Processing,2024-08-15,Italy
TXN-CCCAC53B-ED9,INR,Cancelled,2024-03-19,Japan
TXN-5B369AC3-8A1,CAD,Failed,2023-04-12,Norway
TXN-0FC75F2E-F65,LKR,Cancelled,2024-06-27,Australia
TXN-D95F4B6F-899,CNY,Refunded,2023-05-17,Japan
TXN-BE9E26AC-8E2,SGD,Pending,2023-04-01,United Kingdom
TXN-D8AB587F-A9D,LKR,Refunded,2023-05-21,Brazil
TXN-F2BD2F16-BC6,AED,Cancelled,2023-07-28,Australia
TXN-1C65B146-643,EUR,Completed,2024-04-10,France
TXN-22943279-F75,GBP,Refunded,2023-12-15,Italy
TXN-D5FB6366-059,CAD,Completed,2023-05-07,Italy
TXN-48ECC8EA-E08,CAD,Processing,2023-05-17,Japan
TXN-E65D619F-1CE,AED,Pending,2024-02-12,Spain
TXN-6EC0828D-266,CNY,Cancelled,2024-02-01,Italy
TXN-C417D5F7-07D,EUR,Refunded,2024-09-06,Canada
TXN-7F82CA13-A8F,AUD,Completed,2024-06-02,Switzerland
TXN-6905C0F7-FFD,JPY,Pending,2023-12-04,Spain
TXN-D8241701-5A3,AED,Pending,2024-05-04,India
TXN-943AB0F4-EC0,JPY,Pending,2024-01-02,Germany
TXN-C7341918-1A2,AED,Pending,2023-09-05,Italy
TXN-6BBC2FAD-806,LKR,Pending,2024-07-08,France
TXN-4E598715-01D,INR,Pending,2024-01-30,South Africa
TXN-65108132-C0B,AUD,Pending,2023-04-21,Norway
TXN-CACFF5B7-6AE,LKR,Pending,2023-05-28,Switzerland
TXN-9691734D-9B6,INR,Cancelled,2024-01-23,Sri Lanka
TXN-4F6D1EF1-854,USD,Cancelled,2024-11-16,Japan
TXN-40CB61BF-A36,USD,Failed,2024-09-12,United Kingdom
TXN-47214857-A50,GBP,Refunded,2024-09-30,China
TXN-B43C44F7-153,AED,Refunded,2023-06-27,China
TXN-60624EC3-D20,INR,Cancelled,2023-10-21,Brazil
TXN-60B1EAE8-43B,SGD,Pending,2024-09-04,Switzerland
TXN-97C97C51-E05,CAD,Completed,2024-08-29,Canada
TXN-1780A5C4-924,AED,Refunded,2024-02-03,China
TXN-7F8F456C-17C,INR,Refunded,2024-05-26,Sweden
TXN-84A4331A-481,INR,Completed,2023-02-17,Brazil
TXN-140C8589-799,SGD,Completed,2024-07-15,United Kingdom
TXN-D4912C7C-2CA,EUR,Cancelled,2024-05-09,Canada
TXN-98851FD1-9E8,SGD,Completed,2023-10-31,United Kingdom
TXN-C86145BF-560,AUD,Cancelled,2023-02-26,Sri Lanka
TXN-8F8783BC-D64,AED,Failed,2023-10-30,Sweden
TXN-8E655847-467,AED,Processing,2023-10-09,Spain
TXN-F838C5CA-620,EUR,Cancelled,2023-01-26,Norway
TXN-25F5A2A1-B12,LKR,Completed,2023-09-30,Spain
TXN-6291982A-B92,AED,Refunded,2024-02-19,Netherlands
TXN-060C0303-74D,CAD,Pending,2024-06-14,Sweden
TXN-57DAAD1E-9EA,SGD,Refunded,2023-12-07,South Africa
TXN-29270576-72F,AED,Processing,2023-09-16,Australia
TXN-C6862435-849,CHF,Cancelled,2023-09-03,Germany
TXN-94F8623C-E84,EUR,Processing,2024-11-17,Canada
TXN-3C53CBC4-E2B,AED,Pending,2024-01-23,Netherlands
TXN-CB1DE324-FB5,CAD,Pending,2024-06-11,Netherlands
TXN-117688C1-EE0,AUD,Refunded,2023-07-12,China
TXN-45E2C4A1-799,AUD,Cancelled,2024-03-24,China
TXN-7A01535A-156,INR,Refunded,2023-04-04,Singapore
TXN-B6855400-55D,GBP,Pending,2024-11-04,China
TXN-1942E23C-B7A,CAD,Failed,2023-07-21,United Kingdom
TXN-A0D2495C-454,JPY,Pending,2023-11-08,Germany
TXN-05234EA0-B7D,SGD,Processing,2023-05-06,Japan
TXN-B0208D95-6FD,CNY,Pending,2023-11-09,United States
TXN-093FA411-6DB,GBP,Processing,2024-06-03,Japan
TXN-75E57337-D5A,AUD,Pending,2024-05-19,Italy
TXN-7141C80A-E85,GBP,Refunded,2023-08-04,Canada
TXN-874C845B-80C,LKR,Completed,2024-02-02,Germany
TXN-690DD2B0-761,USD,Processing,2024-11-28,Canada
TXN-E4D77E94-BBC,EUR,Processing,2024-01-02,Spain
TXN-4657D655-BA6,AED,Processing,2023-12-11,France
TXN-0A38CEEF-BFF,SGD,Completed,2024-12-02,Sweden
TXN-679B63B1-F38,INR,Processing,2024-10-07,Germany
TXN-FE0A7BD9-490,GBP,Failed,2024-07-23,Japan
TXN-73BC6509-714,USD,Failed,2023-12-24,Italy
TXN-8202E4ED-183,CNY,Completed,2024-08-14,Brazil
TXN-92389626-DBE,CAD,Completed,2024-09-27,United Kingdom
TXN-A394293E-2FF,JPY,Pending,2023-01-18,Australia
TXN-5C32EB6E-0A3,JPY,Processing,2024-06-28,Germany
TXN-926B7C51-0F7,AED,Completed,2024-07-27,China
TXN-F1A13556-375,INR,Processing,2024-12-28,United States
TXN-0F1B3D29-7B5,CNY,Failed,2024-03-26,Sweden
TXN-3ECC8D57-507,SGD,Processing,2024-12-19,Germany
TXN-7385FABD-69B,EUR,Pending,2023-11-08,Switzerland
TXN-01087C91-2B3,INR,Cancelled,2024-06-13,India
TXN-2A83FFB8-760,CNY,Cancelled,2024-04-20,Canada
TXN-AED059D2-993,USD,Failed,2023-12-02,Australia
TXN-3DC4F575-FBA,LKR,Pending,2023-02-18,Canada
TXN-0E2F4891-C7E,JPY,Cancelled,2024-10-12,Canada
TXN-F542BA81-B41,GBP,Processing,2024-10-06,China
TXN-2E13AC86-729,JPY,Completed,2024-11-13,Sri Lanka
TXN-CCE3E50B-B36,INR,Pending,2024-03-10,South Africa
TXN-414AF76A-CC6,GBP,Processing,2024-02-06,Norway
TXN-A4B348D0-E4F,SGD,Failed,2024-05-05,United States
TXN-C4F775BC-BC4,EUR,Processing,2024-07-19,Australia
TXN-C16A75FE-D17,GBP,Failed,2024-12-20,China
TXN-EBD56717-AF8,CAD,Pending,2024-04-04,Sri Lanka
TXN-1E7EA520-D0C,GBP,Refunded,2024-02-01,India
TXN-26E2CD08-D8E,INR,Pending,2024-12-31,Singapore
TXN-C4078CD6-3F5,AED,Cancelled,2023-03-31,India
TXN-8870ECCF-FA4,LKR,Pending,2023-02-26,Brazil
TXN-613BB674-E0A,CAD,Pending,2023-05-11,United Kingdom
TXN-DE0FE827-790,SGD,Failed,2023-02-27,Singapore
TXN-CAC0172B-905,LKR,Failed,2023-05-31,Spain
TXN-BE3AC1D7-20C,EUR,Pending,2024-09-29,Singapore
TXN-D8533FA5-70E,AED,Cancelled,2023-11-20,India
TXN-BED0EAD9-E34,INR,Pending,2023-08-22,Germany
TXN-7F7AADA1-F7B,LKR,Refunded,2024-08-06,Germany
TXN-2DD5FAA2-78C,CHF,Completed,2024-08-29,Italy
TXN-9AD59BE7-6FB,CHF,Refunded,2023-05-20,Norway
TXN-6B12E1E7-29A,CAD,Pending,2024-03-27,India
TXN-2B8E9BC5-2B3,AED,Failed,2023-04-24,India
TXN-A179C3CB-5CE,JPY,Pending,2023-05-11,Singapore
TXN-11A6A915-A0C,INR,Pending,2024-07-24,Spain
TXN-7A1E8513-1CA,LKR,Refunded,2023-12-09,India
TXN-BC441C19-2C4,JPY,Processing,2023-08-16,India
TXN-5D861E70-528,INR,Failed,2024-08-22,Germany
TXN-0C9A4004-2EB,SGD,Refunded,2023-08-12,France
TXN-69685669-74E,JPY,Pending,2024-02-28,Japan
TXN-EEACB85F-6BA,CAD,Refunded,2023-08-22,UAE
TXN-2D8CA861-E22,EUR,Pending,2024-12-14,India
TXN-C0B3E831-E7C,CNY,Completed,2024-06-06,Sweden
TXN-567645A4-D07,INR,Pending,2023-04-12,Sri Lanka
TXN-7DC2BB8F-B3F,GBP,Cancelled,2023-09-04,Switzerland
TXN-2E63E194-548,INR,Refunded,2024-05-14,United States
TXN-9C66B438-E38,SGD,Processing,2024-03-15,France
TXN-656D9C34-E9C,INR,Failed,2023-08-08,Norway
TXN-101FDB5E-A39,LKR,Processing,2023-03-30,Canada
TXN-5D19FB07-C4F,AUD,Pending,2023-05-01,Brazil
TXN-9E5D200A-A81,GBP,Refunded,2024-10-29,Australia
TXN-5464994A-1CC,USD,Pending,2024-12-16,Sweden
TXN-990F5A9C-37A,AUD,Processing,2024-07-13,Australia
TXN-5EFB37F1-8A8,CAD,Pending,2023-10-05,Brazil
TXN-A596ED59-196,INR,Failed,2023-05-27,Canada
TXN-59B05172-053,EUR,Processing,2023-04-30,United Kingdom
TXN-9F003C21-880,JPY,Cancelled,2024-09-25,Germany
TXN-EC7AD29B-70A,GBP,Cancelled,2023-07-05,France
TXN-DD5B1FD9-69F,CAD,Cancelled,2023-01-22,Australia
TXN-67A8E0D4-AEC,JPY,Cancelled,2023-12-26,Canada
TXN-E743F524-94A,EUR,Cancelled,2023-02-20,Singapore
TXN-A65E1540-8F7,GBP,Completed,2024-09-01,China
TXN-49E2C017-EB7,AED,Processing,2023-04-19,Switzerland
TXN-31396EB4-902,LKR,Cancelled,2024-06-01,United States
TXN-0E123BB1-56E,GBP,Failed,2024-11-07,India
TXN-D159D3B0-87E,EUR,Completed,2023-10-29,United States
TXN-1EA60C1E-774,AED,Completed,2023-02-14,UAE
TXN-338847E4-52F,SGD,Pending,2023-05-08,Sri Lanka
TXN-B1413211-895,EUR,Processing,2024-09-05,Australia
TXN-268B81E9-4FA,LKR,Failed,2023-01-05,China
TXN-2E132728-2A7,CHF,Failed,2023-12-02,Canada
TXN-6B7F65AA-5AB,CAD,Pending,2024-03-01,South Africa
TXN-8260D14E-D6B,JPY,Pending,2024-10-11,Italy
TXN-7128E5D1-FCF,JPY,Pending,2023-10-20,United States
TXN-86C31F1A-1AF,USD,Cancelled,2023-12-16,UAE
TXN-0E302A50-205,JPY,Pending,2024-12-27,Norway
TXN-63BCA230-188,GBP,Pending,2023-05-14,China
TXN-0D827737-04C,AED,Pending,2023-08-30,Brazil
TXN-FB51BE27-4BE,LKR,Completed,2023-08-06,Japan
TXN-C6840BB2-647,AUD,Completed,2023-08-04,UAE
TXN-A415B3F8-70F,LKR,Pending,2024-04-09,China
TXN-D288BBF3-256,GBP,Cancelled,2023-03-29,Australia
TXN-AF8DCFCD-4B4,EUR,Failed,2023-04-20,Germany
TXN-52FB6EA9-A1B,CHF,Completed,2024-03-17,Canada
TXN-F8D3C994-E1E,CAD,Failed,2023-01-21,Canada
TXN-4851A193-D13,SGD,Cancelled,2023-12-26,Germany
TXN-32FA6130-B64,GBP,Completed,2023-05-07,Italy
TXN-ED5429AD-ED6,USD,Processing,2024-09-10,Italy
TXN-3D0E334F-4EB,AUD,Processing,2024-09-17,South Africa
TXN-4D7CCB0A-72A,LKR,Refunded,2024-10-27,United Kingdom
TXN-632C1379-3C1,LKR,Pending,2024-05-19,Switzerland
TXN-05DA8A63-C23,AED,Processing,2023-02-01,Sweden
TXN-69C3B58B-D56,CHF,Completed,2023-06-12,Canada
TXN-EAC92B96-9D4,AUD,Processing,2023-03-18,China
TXN-A6DB3A52-E3D,INR,Refunded,2023-01-21,Brazil
TXN-F674C54A-27B,EUR,Failed,2023-04-27,Sweden
TXN-64E5F387-C84,AED,Refunded,2024-06-05,Netherlands
TXN-AF18CDA2-554,LKR,Refunded,2023-07-27,Canada
TXN-6F8F7C44-3B3,AED,Completed,2023-09-03,Japan
TXN-85F2090B-026,JPY,Completed,2024-02-06,Singapore
TXN-ED008E2E-BB2,AUD,Completed,2024-06-09,Australia
TXN-DFF7EDD6-E7D,CAD,Processing,2023-04-11,France
TXN-E50A59DD-B9D,JPY,Cancelled,2023-11-17,UAE
TXN-3A2E85E3-0FC,LKR,Refunded,2024-02-29,South Africa
TXN-919B8257-E6D,CHF,Refunded,2023-08-29,Brazil
TXN-5072AF07-C40,CNY,Completed,2024-06-27,Italy
TXN-A82CBF38-4AA,EUR,Pending,2023-07-02,France
TXN-EC8136AC-683,CHF,Pending,2024-07-06,Germany
TXN-7DA33924-C3D,CNY,Cancelled,2023-10-05,Canada
TXN-BDF45263-5D2,AUD,Failed,2023-08-02,India
TXN-60E03DBB-649,AUD,Refunded,2024-12-07,Spain
TXN-3E925E32-ABC,AUD,Cancelled,2024-08-11,Singapore
TXN-BD002873-3FE,INR,Failed,2023-07-01,Norway
TXN-4A5635F7-CAF,INR,Failed,2023-06-10,Japan
TXN-513037F8-FD5,LKR,Pending,2024-02-14,Brazil
TXN-228519A8-65F,EUR,Refunded,2023-05-03,Canada
TXN-6369BA2E-EE9,CNY,Processing,2024-10-31,Germany
TXN-306614E3-D14,EUR,Pending,2023-12-19,Singapore
TXN-1D335663-BD2,JPY,Refunded,2023-04-29,Canada
TXN-F0A7657B-7B8,USD,Refunded,2023-06-14,Italy
TXN-DDBBFAEA-A81,JPY,Cancelled,2023-03-07,Australia
TXN-19FA165D-E9E,USD,Refunded,2023-08-27,Spain
TXN-C817ACC3-D21,JPY,Cancelled,2024-10-03,Sri Lanka
TXN-7D78CF75-EBD,EUR,Processing,2024-01-21,Netherlands
TXN-0F230E6B-B2A,JPY,Completed,2024-11-29,France
TXN-7F63DA65-709,CAD,Processing,2023-06-03,Australia
TXN-462330C8-203,LKR,Failed,2023-12-14,Switzerland
TXN-56B9890D-BF0,CNY,Refunded,2024-08-31,Singapore
TXN-B3547B48-E0F,LKR,Pending,2024-04-15,Germany
TXN-0EE611DA-E3A,LKR,Refunded,2023-08-01,South Africa
TXN-10729A68-76D,INR,Completed,2023-07-26,Canada
TXN-94FF6FE3-BBD,CAD,Processing,2024-12-30,Canada
TXN-C38705C4-D3A,AUD,Failed,2024-11-30,Norway
TXN-2923FB70-B6A,EUR,Refunded,2023-04-28,Japan
TXN-5168A30E-446,INR,Cancelled,2024-09-20,Netherlands
TXN-81DC13A9-CCC,SGD,Cancelled,2024-08-09,UAE
TXN-BC2809DD-B30,USD,Cancelled,2024-08-16,Australia
TXN-73D7B8B5-486,AUD,Pending,2024-02-20,United Kingdom
TXN-A048D286-F7D,CHF,Pending,2024-02-18,Italy
TXN-9B577923-D8B,CNY,Cancelled,2023-01-31,Spain
TXN-8F858DCF-30C,AED,Failed,2024-10-16,Switzerland
TXN-E163730C-C1E,SGD,Cancelled,2024-12-06,Singapore
TXN-28B3FD0F-0FA,EUR,Refunded,2024-03-22,Singapore
TXN-93035894-5A2,JPY,Cancelled,2024-11-11,Spain
TXN-D157C8BC-643,SGD,Refunded,2024-02-01,Australia
TXN-BB86653A-698,USD,Cancelled,2024-01-15,Sweden
TXN-E22E09AD-975,CAD,Failed,2024-10-09,Italy
TXN-E245009B-136,AUD,Completed,2023-02-21,United States
TXN-B322F041-394,JPY,Cancelled,2023-05-26,South Africa
TXN-29B3BFDE-F60,GBP,Completed,2024-01-14,Switzerland
TXN-BD1798E0-FA1,CAD,Completed,2023-05-17,Netherlands
TXN-9266689C-0EF,LKR,Completed,2023-01-11,UAE
TXN-AF121978-E6B,CNY,Completed,2024-11-12,Sweden
TXN-CE505A91-08B,CHF,Cancelled,2023-06-30,Spain
TXN-372D08BF-730,USD,Cancelled,2023-05-02,Sweden
TXN-0349F678-759,INR,Refunded,2024-04-12,Brazil
